,papel,cotacao,pByL,pByVp,psr,dividendYield,pByAtivo,pByCapitalGiro,pByEbit,pByAtivoCircLiq,evByEbit,evByEbitda,margemEbit,margemLiq,liqCorr,roic,roe,liqDoisMeses,patrimonioLiquido,dividaBrutaByPatrimonio,crescRec,setor,industria,nomeEmpresaLongo,nomeEmpresa,smallcap,evByEbitRanking,roicRanking,magicRanking
605,EZTC3,17.03,7.77,0.88,3.704,2.49,0.764,2.07,14.1,2.39,10.41,10.26,26.27,49.63,6.45,6.89,11.33,45008400.0,4389920000.0,0.0,11.42,Real Estate,Real Estate—Development,EZTEC Empreendimentos e Participações S.A.,EZTEC       ON      NM,False,342,436,778
707,EBCO3,1.05,12.03,0.84,0.346,0.0,0.368,52.72,8.94,-15.02,8.68,8.68,3.88,2.9,1.01,5.04,7.0,0.0,828097000.0,0.02,6.09,,,,,False,295,489,784
916,UOLL4,19.62,43.52,2.35,2.054,0.0,1.403,457.14,15.14,-12.83,16.49,16.49,13.56,4.69,1.01,10.57,5.4,0.0,1003690000.0,0.23,21.99,,,,,False,455,330,785
807,GPAR3,40.51,18.84,2.05,15.092,1.25,1.492,8.76,16.66,-23.99,15.92,15.92,90.6,80.1,5.32,10.12,10.88,401.29,1539700000.0,0.06,-1.91,Utilities,Utilities—Regulated Electric,Companhia CELG de Participações S/A,CELGPAR     ON,False,446,339,785
861,PGMN3,10.91,26.76,2.33,0.653,0.0,0.811,4.65,12.34,-6.07,13.49,8.08,5.29,2.44,1.51,8.8,8.71,7537930.0,2077700000.0,0.37,6.28,Healthcare,Pharmaceutical Retailers,Empreendimentos Pague Menos S.A.,PAGUE MENOS ON      NM,False,408,381,789
874,NGRD3,2.56,29.53,1.29,2.583,0.49,0.788,2.42,18.57,6.97,11.64,7.63,13.91,8.75,2.83,7.46,4.37,3966070.0,472893000.0,0.2,0.0,Technology,Software—Application,Neogrid Participações S.A.,NEOGRID     ON      NM,False,374,423,797
963,TMAR3,62.0,166.16,1.04,0.765,0.0,0.268,2.2,5.96,-0.74,10.21,3.96,12.84,-0.42,1.62,5.78,0.63,0.0,20448500000.0,1.38,14.8,,,,,False,338,460,798
752,ELUM4,47.9,14.79,1.99,1.251,0.0,1.178,3.07,19.64,3.34,14.9,14.9,6.37,8.46,2.02,9.4,13.47,0.0,443231000.0,0.08,8.4,,,,,False,432,368,800
853,TNLP4,20.36,25.96,0.71,0.344,0.0,0.125,1.29,3.4,-0.33,9.07,9.07,10.12,-0.07,1.48,4.58,2.72,0.0,13736000000.0,2.02,15.39,,,,,False,306,499,805
821,LAME4,6.55,20.99,1.89,0.476,0.0,0.282,1.19,7.32,-4.32,11.24,5.46,6.51,2.51,1.72,6.53,9.02,36117700.0,6514640000.0,2.54,9.72,Consumer Cyclical,Department Stores,Lojas Americanas S.A.,LOJAS AMERICPN      N1,False,366,443,809
750,KSSA3,5.33,14.66,1.4,0.916,0.0,0.406,1.72,5.62,6.73,12.3,12.3,16.31,8.42,1.47,7.67,9.58,0.0,553026000.0,1.8,40.68,,,,,False,391,418,809
899,VIGR3,25.0,36.57,2.55,0.763,0.0,0.899,11.45,12.39,-5.02,15.2,22.95,6.16,2.28,1.26,9.06,6.98,0.0,1593560000.0,0.84,54.72,,,,,False,434,376,810
824,LAME3,6.62,21.22,1.91,0.481,0.0,0.285,1.2,7.4,-4.37,11.32,5.49,6.51,2.51,1.72,6.53,9.02,6179760.0,6514640000.0,2.54,9.72,Consumer Cyclical,Department Stores,Lojas Americanas S.A.,LOJAS AMERICON      N1,False,369,442,811
760,RAIZ4,6.21,15.21,3.14,0.304,0.0,0.612,7.96,9.18,-1.99,13.83,8.3,3.31,2.03,1.18,8.31,20.66,58070900.0,20468800000.0,1.84,0.0,Utilities,Utilities—Renewable,Raízen S.A.,RAIZEN      PN      N2,False,414,402,816
596,VULC3,8.9,7.62,1.72,1.282,3.93,1.049,2.9,13.83,3.62,15.23,10.51,9.27,16.83,2.15,8.8,22.53,4502980.0,1274530000.0,0.29,1.28,Consumer Cyclical,Footwear & Accessories,Vulcabras Azaleia S.A.,VULCABRAS   ON      NM,False,436,382,818
925,RADL3,23.79,52.26,8.4,1.629,0.93,2.66,21.56,29.62,-16.81,30.48,15.44,5.5,3.17,1.31,12.33,16.08,164381000.0,4677670000.0,0.32,16.28,Healthcare,Pharmaceutical Retailers,Raia Drogasil S.A.,RAIADROGASILON      NM,False,554,265,819
694,CZLT33,29.23,11.24,1.39,0.526,0.0,0.145,1.87,3.1,-0.29,10.26,4.03,16.97,9.14,1.58,5.31,12.36,0.0,5691680000.0,3.93,7.88,,,Cosan Limited,,False,340,482,822
47,VLID3,11.02,-37.17,0.73,0.42,2.63,0.297,1.9,6.08,-1.98,12.07,5.98,6.91,-1.04,1.57,6.01,-1.97,6159190.0,1235000000.0,1.05,7.86,Industrials,Specialty Business Services,Valid Soluções S.A.,VALID       ON      NM,False,386,454,840
895,TNLP3,27.75,35.39,0.96,0.468,0.0,0.17,1.76,4.63,-0.45,10.31,10.31,10.12,-0.07,1.48,4.58,2.72,0.0,13736000000.0,2.02,15.39,,,,,False,341,500,841
820,ALPA3,21.12,20.92,4.25,3.654,1.59,1.796,-13.52,21.29,-10.76,20.59,17.26,17.16,17.54,0.75,9.96,20.31,111058.0,3395640000.0,0.03,-0.31,Consumer Cyclical,Footwear & Accessories,Alpargatas S.A.,ALPARGATAS  ON      N1,False,498,344,842
941,ROMI4,185.0,66.58,14.08,9.806,0.0,6.941,23.07,65.46,77.65,67.43,55.98,14.98,14.76,2.02,12.56,21.15,0.0,963288000.0,0.6,18.66,,,,,False,587,256,843
717,TMGC7,800.01,12.68,1.63,1.164,0.0,1.12,6.77,17.85,11.96,16.52,16.52,6.52,9.18,1.69,8.73,12.83,0.0,1167010000.0,0.05,10.49,,,,,False,457,388,845
886,TSEP3,40.0,33.05,1.79,1.768,0.0,1.25,5.24,20.44,6.11,17.91,17.91,8.65,5.35,1.88,9.1,5.43,0.0,2047020000.0,0.0,4.5,,,,,False,470,375,845
862,ARZZ3,77.66,26.87,5.51,3.444,1.08,2.728,20.08,30.25,-104.5,31.21,23.27,11.39,12.8,1.4,11.89,20.52,88537700.0,1546530000.0,0.37,12.63,Consumer Cyclical,Footwear & Accessories,Arezzo Indústria e Comércio S.A.,AREZZO CO   ON      NM,False,555,290,845
87,IGUA5,7.98,-12.26,-1.41,0.556,0.0,0.552,-0.64,8.04,-0.59,14.63,5.73,6.91,-4.53,0.34,7.61,11.52,0.0,-164188000.0,-1.33,-7.41,,,,,True,423,422,845
880,STBP3,6.14,30.76,2.34,3.92,4.23,1.115,5.73,18.27,-4.65,15.79,9.77,21.46,12.75,3.17,8.19,7.61,30931000.0,2261990000.0,0.18,10.16,Industrials,Marine Shipping,Santos Brasil Participações S.A.,SANTOS BRP  ON      NM,False,443,404,847
86,IGUA6,8.07,-12.4,-1.43,0.562,0.0,0.558,-0.64,8.14,-0.59,14.72,5.77,6.91,-4.53,0.34,7.61,11.52,0.0,-164188000.0,-1.33,-7.41,,,,,True,426,421,847
84,IGUA3,8.15,-12.52,-1.44,0.568,0.0,0.564,-0.65,8.22,-0.6,14.8,5.8,6.91,-4.53,0.34,7.61,11.52,0.0,-164188000.0,-1.33,-7.41,,,,,True,428,420,848
836,MTRE3,5.4,23.49,0.58,0.995,10.46,0.36,0.68,12.33,0.91,9.16,8.27,8.07,4.77,3.27,3.57,2.46,3915020.0,987810000.0,0.11,53.69,Real Estate,Real Estate—Development,Mitre Realty Empreendimentos e Participações S.A.,MITRE REALTYON      NM,False,308,543,851
940,AERI3,5.91,65.44,4.53,1.821,0.0,1.466,3.55,23.07,-44.16,25.96,22.22,7.89,2.78,2.8,11.21,6.92,13457000.0,999592000.0,1.46,12.56,Industrials,Specialty Industrial Machinery,Aeris Indústria e Comércio de Equipamentos para Geração de Energia S.A.,AERIS       ON      NM,False,537,315,852
756,RDCD3,35.16,15.07,14.74,7.936,0.0,0.925,21.14,13.4,22.7,14.25,14.26,59.23,52.65,1.05,6.97,97.78,0.0,1605520000.0,1.04,12.16,,,,,False,420,433,853
705,ENEV3,12.79,11.82,1.89,3.472,0.0,0.908,8.27,12.53,-2.74,16.96,11.64,27.71,29.37,2.39,8.56,15.98,85104400.0,8575330000.0,0.9,12.99,Utilities,Utilities—Diversified,Eneva S.A.,ENEVA       ON      NM,False,462,394,856
764,BEMA3,10.8,15.32,1.22,1.293,0.0,0.808,3.18,14.34,11.45,14.43,8.11,9.01,8.44,2.66,6.96,7.95,0.0,457342000.0,0.19,10.58,,,,,False,422,434,856
353,SCAR4,10.0,0.02,0.0,0.002,0.0,0.0,-0.0,0.0,-0.0,11.03,8.3,53.22,11.94,0.55,4.58,2.21,0.0,1562350000.0,1.15,-12.95,,,,,False,357,501,858
44,EMBR3,16.43,-41.46,0.83,0.461,0.0,0.215,0.73,6.18,-1.44,11.3,7.03,7.47,-1.15,2.04,4.91,-2.0,199008000.0,14686800000.0,1.6,2.38,Industrials,Aerospace & Defense,Embraer S.A.,EMBRAER     ON      NM,False,368,493,861
721,CPLE5,27.0,13.05,3.43,3.23,5.09,1.483,33.73,18.92,-4.65,20.36,16.07,17.07,25.25,1.22,9.27,26.26,1545.51,21564100000.0,0.49,12.7,Utilities,Utilities—Diversified,Companhia Paranaense de Energia - COPEL,COPEL       PNA     N2,False,493,371,864
611,JSLG3,7.52,7.95,1.63,0.501,3.15,0.302,1.49,5.94,-0.69,14.18,8.62,8.45,6.34,2.19,6.26,20.46,3741770.0,1323390000.0,2.98,-18.92,Industrials,Integrated Freight & Logistics,JSL S.A.,JSL         ON      NM,False,417,450,867
743,TMGC11,900.0,14.26,1.83,1.309,0.0,1.26,7.62,20.08,13.46,18.75,18.75,6.52,9.18,1.69,8.73,12.83,0.0,1167010000.0,0.05,10.49,,,,,False,480,389,869
446,CTSA8,1.0,3.27,0.35,0.184,0.0,0.159,6.07,4.14,-1.16,11.24,7.69,4.44,5.61,1.07,4.57,10.61,0.0,320486000.0,0.66,8.24,,,,,False,367,503,870
844,ALPA4,24.71,24.48,4.97,4.275,1.49,2.101,-15.82,24.91,-12.59,24.21,20.29,17.16,17.54,0.75,9.96,20.31,120044000.0,3395640000.0,0.03,-0.31,Consumer Cyclical,Footwear & Accessories,Alpargatas S.A.,ALPARGATAS  PN      N1,False,527,345,872
804,ESTC11,23.5,18.64,0.72,0.563,0.0,0.244,4.72,5.55,-0.68,13.06,5.09,10.13,3.02,1.21,5.6,3.88,0.0,3346510000.0,1.54,5.65,,,,,False,403,470,873
946,RLOG3,23.08,82.76,4.26,1.534,0.0,0.229,1.49,5.32,-0.5,12.43,6.68,28.85,7.07,2.64,5.36,5.15,0.0,2507240000.0,9.08,8.76,,,,,False,394,479,873
928,FFTL3,25.0,53.22,2.26,3.41,0.0,1.508,23.71,20.9,-15.54,20.55,20.55,16.32,8.16,1.37,8.91,4.24,0.0,6274030000.0,0.07,7.79,,,,,False,496,379,875
929,FFTL4,25.06,53.34,2.26,3.418,0.0,1.512,23.77,20.95,-15.58,20.6,20.6,16.32,8.16,1.37,8.91,4.24,0.0,6274030000.0,0.07,7.79,,,,,False,499,378,877
934,GVTT3,57.7,57.38,3.68,4.312,0.0,2.268,21.82,25.92,-18.43,26.65,26.65,16.64,7.52,1.66,10.32,6.42,0.0,2150790000.0,0.24,31.47,,,,,False,540,337,877
763,TMGC13,966.14,15.31,1.96,1.406,0.0,1.353,8.18,21.56,14.45,20.23,20.23,6.52,9.18,1.69,8.73,12.83,0.0,1167010000.0,0.05,10.49,,,,,False,490,387,877
77,GBIO33,10.4,-14.97,1.32,1.518,0.0,0.791,7.57,13.53,17.58,16.06,16.06,11.21,-10.14,1.31,7.12,-8.83,0.0,838439000.0,0.31,-8.99,,,,,False,450,429,879
942,RDOR3,51.3,71.25,7.22,5.312,2.59,2.02,6.05,26.32,-7.27,29.83,23.28,20.19,8.04,4.36,10.66,10.13,205977000.0,14285100000.0,1.89,46.09,Healthcare,Medical Care Facilities,Rede D'Or São Luiz S.A.,REDE D OR   ON      NM,False,551,329,880
81,TESA3,48.0,-13.3,1.62,1.007,0.0,0.523,-11.1,9.41,-1.35,15.25,10.09,10.71,-7.58,0.86,6.42,-12.18,0.0,858223000.0,1.04,15.48,,,,,False,437,444,881
968,RHDS4,1.0,363.45,29.5,4.977,0.0,7.182,-593.56,68.11,-24.55,71.32,53.72,7.31,1.17,0.97,11.8,8.12,0.0,272045000.0,1.49,4.38,,,,,True,589,294,883
474,CTSA4,1.19,3.9,0.41,0.219,0.0,0.19,7.22,4.93,-1.38,12.03,8.23,4.44,5.61,1.07,4.57,10.61,274665.0,320486000.0,0.66,8.24,Consumer Cyclical,Textile Manufacturing,Companhia Tecidos Santanense Ltda.,SANTANENSE  PN,False,381,504,885
649,GFSA3,1.66,9.15,0.32,0.476,0.0,0.135,0.33,4.52,1.08,10.45,9.32,10.54,5.25,2.44,3.46,3.47,12354900.0,1765520000.0,0.67,5.85,Consumer Cyclical,Residential Construction,Gafisa S.A.,GAFISA      ON      NM,False,344,547,891
838,POWE3,10.91,23.94,0.99,0.619,0.49,0.379,6.58,17.62,-3.01,10.65,10.03,3.51,2.59,1.13,3.54,4.13,2679800.0,988330000.0,0.04,0.0,Utilities,Utilities—Renewable,Focus Energia Holding Participações S.A.,FOCUS ON    ON      NM,False,347,545,892
952,PETZ3,17.52,111.48,13.73,4.129,0.23,3.966,112.51,45.07,-10.77,45.82,23.13,9.16,3.7,1.11,11.07,12.32,117269000.0,585296000.0,0.51,0.0,Consumer Cyclical,Specialty Retail,Pet Center Comércio e Participações S.A.,PETZ        ON      NM,False,573,320,893
906,ALLL11,16.5,40.65,0.41,0.822,0.0,0.127,0.77,3.88,-0.29,11.33,5.24,21.18,2.09,2.79,4.14,1.02,0.0,14795400000.0,1.43,5.17,,,,,False,370,524,894
907,ALLL4,3.32,40.89,0.42,0.827,0.0,0.128,0.78,3.91,-0.3,11.35,5.25,21.18,2.09,2.79,4.14,1.02,0.0,14795400000.0,1.43,5.17,,,,,False,371,525,896
903,ALSC3,27.75,38.57,2.2,10.717,0.95,1.202,9.41,19.33,-4.22,17.49,14.08,55.45,29.3,5.39,7.03,5.69,0.0,2593960000.0,0.0,2.34,,,,,False,467,430,897
624,AGIN3,5.29,8.46,1.23,1.816,0.0,0.565,1.29,10.92,3.55,14.68,14.68,16.63,21.83,2.72,5.59,14.56,0.0,1028210000.0,0.55,44.17,,,,,False,424,473,897
773,VIVT4,45.34,15.65,1.11,1.753,0.0,0.677,52.52,14.11,-3.81,14.85,4.65,12.42,11.19,1.07,5.6,7.06,0.0,69350500000.0,0.18,0.29,,,,,False,430,468,898
70,TANC4,43.0,-18.54,3.1,0.511,0.0,0.428,-25.37,7.96,-0.78,16.2,8.69,6.41,-2.21,0.95,6.36,-16.7,0.0,2174310000.0,4.08,9.79,,,,,False,452,446,898
826,AGXY3,11.82,22.22,1.48,0.354,0.0,0.338,3.11,11.6,50.01,15.93,11.1,3.05,1.42,1.16,6.0,6.66,1327110.0,1364840000.0,0.98,0.0,Basic Materials,Agricultural Inputs,AgroGalaxy Participações S.A.,AGROGALAXY  ON      NM,False,447,455,902
9,RRRP3,38.62,-8645.46,1.9,10.75,0.0,1.435,3.64,31.46,5.45,21.57,14.65,34.17,2.2,4.79,8.6,-0.02,184807000.0,4107890000.0,0.01,256.32,Energy,Oil & Gas E&P,3R Petroleum Óleo e Gás S.A.,3R PETROLEUMON      NM,False,510,393,903
779,JOPA3,25.0,16.02,0.48,0.141,3.42,0.121,0.33,4.5,3.4,11.87,9.21,3.13,1.26,2.12,4.13,3.01,1268.37,547682000.0,1.95,15.08,Consumer Defensive,Packaged Foods,JOSAPAR Joaquim Oliveira S.A. Participações,JOSAPAR     ON,False,377,526,903
88,FRIO3,50.59,-11.97,-1.84,0.111,0.0,0.116,-2.55,3.14,-0.38,16.62,8.39,3.53,0.24,0.94,6.36,15.4,0.0,-112663000.0,-11.09,17.35,Technology,Consumer Electronics,Metalfrio Solutions S.A.,METALFRIO   ON      NM,True,459,445,904
922,ALLL3,3.97,48.9,0.5,0.989,0.0,0.153,0.93,4.67,-0.35,12.11,5.6,21.18,2.09,2.79,4.14,1.02,0.0,14795400000.0,1.43,5.17,,,,,False,387,523,910
613,MRVE3,11.56,7.97,0.93,0.808,3.74,0.284,1.07,7.38,-1.53,12.33,10.51,10.94,11.35,2.17,4.25,11.69,63668400.0,5993850000.0,0.83,11.28,Consumer Cyclical,Residential Construction,MRV Engenharia e Participações S.A.,MRV         ON      NM,False,392,521,913
786,VIVT3,48.64,16.79,1.19,1.881,7.16,0.726,56.35,15.14,-4.08,15.87,4.98,12.42,11.19,1.07,5.6,7.06,89532600.0,69350500000.0,0.18,0.29,Communication Services,Telecom Services,Telefônica Brasil S.A.,TELEF BRASILON,False,445,469,914
815,AEDU11,37.35,20.13,1.13,1.405,0.0,0.732,5.77,13.93,-7.31,16.14,10.82,10.08,6.98,2.04,5.77,5.6,0.0,2415400000.0,0.3,20.9,,,,,False,451,464,915
63,TAMM3,52.6,-22.68,3.79,0.625,0.0,0.523,-31.04,9.74,-0.96,17.98,9.65,6.41,-2.21,0.95,6.36,-16.7,0.0,2174310000.0,4.08,9.79,,,,,False,471,447,918
429,CALI4,50.0,2.49,2.03,0.255,0.0,0.097,0.33,3.07,-0.27,13.0,12.44,8.29,10.23,1.99,4.37,81.51,0.0,9161000.0,9.53,66.18,Industrials,Engineering & Construction,Construtora Adolpho Lindenberg S.A.,CONST A LINDPN,True,402,518,920
62,TAMM4,52.73,-22.74,3.8,0.626,0.0,0.524,-31.11,9.77,-0.96,18.01,9.66,6.41,-2.21,0.95,6.36,-16.7,0.0,2174310000.0,4.08,9.79,,,,,False,472,448,920
866,MULT3,21.06,27.92,1.99,9.82,2.34,1.187,26.53,17.48,-4.58,20.58,16.11,56.19,35.14,1.45,7.43,7.12,140119000.0,6360380000.0,0.48,0.89,Real Estate,Real Estate Services,Multiplan Empreendimentos Imobiliários S.A.,MULTIPLAN   ON      N2,False,497,424,921
766,VULC4,18.0,15.4,3.47,2.593,0.0,2.122,5.86,27.98,7.33,29.37,20.28,9.27,16.83,2.15,8.8,22.53,0.0,1274530000.0,0.29,1.28,,,,,False,550,383,933
828,JOPA4,35.0,22.43,0.68,0.197,2.69,0.169,0.46,6.3,4.76,13.67,10.61,3.13,1.26,2.12,4.13,3.01,85.37,547682000.0,1.95,15.08,Consumer Defensive,Packaged Foods,JOSAPAR Joaquim Oliveira S.A. Participações,JOSAPAR     PN,False,410,527,937
563,CTSA3,1.97,6.45,0.68,0.362,0.0,0.314,11.95,8.16,-2.28,15.26,10.44,4.44,5.61,1.07,4.57,10.61,360506.0,320486000.0,0.66,8.24,Consumer Cyclical,Textile Manufacturing,Companhia Tecidos Santanense Ltda.,SANTANENSE  ON,False,438,502,940
960,PRGA4,75.0,145.27,7.2,1.26,0.0,1.09,12.14,21.68,-2.92,27.93,14.13,5.82,0.9,1.24,8.36,4.96,0.0,8462530000.0,3.01,10.56,,,,,False,545,400,945
973,VIIA3,3.62,578.63,1.02,0.179,0.0,0.165,-7.5,5.57,-0.54,13.69,7.16,3.22,0.03,0.96,3.9,0.18,230178000.0,5675000000.0,1.76,5.35,Consumer Cyclical,Specialty Retail,Via S.A.,VIA         ON      NM,False,411,537,948
865,AMBP3,32.77,27.34,3.15,2.534,0.29,0.785,4.93,15.17,-2.13,21.46,13.8,16.7,9.78,1.82,6.76,11.51,25115000.0,1176380000.0,2.13,0.0,Industrials,Waste Management,Ambipar Participações e Empreendimentos S.A.,AMBIPAR     ON      NM,False,509,439,948
837,TMGC3,1500.0,23.77,3.05,2.182,0.0,2.101,12.7,33.47,22.43,32.14,32.14,6.52,9.18,1.69,8.73,12.83,0.0,1167010000.0,0.05,10.49,,,,,False,559,390,949
155,AZUL4,21.83,-1.79,-0.41,0.757,0.0,0.408,-1.29,6.88,-0.24,26.77,11.12,11.01,-42.23,0.5,8.02,22.98,216488000.0,-18333000000.0,-1.36,0.29,Industrials,Airlines,Azul S.A.,AZUL        PN      N2,True,541,410,951
803,TMCP3,56.0,18.58,1.38,1.525,0.0,0.937,3.85,24.25,4.74,19.68,19.68,6.29,9.75,2.3,5.54,7.44,0.0,1798930000.0,0.03,10.49,,,,,False,487,474,961
496,CALI3,98.18,4.89,3.99,0.5,0.0,0.191,0.65,6.04,-0.52,15.96,15.28,8.29,10.23,1.99,4.37,81.51,0.0,9161000.0,9.53,66.18,,,Construtora Adolpho Lindenberg S.A.,,True,448,517,965
831,RSIP3,0.44,22.7,1.32,0.875,0.0,0.433,-10.98,9.53,-1.46,18.48,33.21,9.17,3.85,0.9,5.0,5.8,0.0,66914000.0,1.4,15.13,,,,,True,478,490,968
832,RSIP4,0.44,22.7,1.32,0.875,0.0,0.433,-10.98,9.53,-1.46,18.48,33.21,9.17,3.85,0.9,5.0,5.8,0.0,66914000.0,1.4,15.13,,,,,True,477,491,968
658,MRSL4,3.05,9.48,0.91,0.816,0.0,0.609,2.19,15.08,5.8,16.51,8.83,5.41,8.69,2.78,4.44,9.63,0.0,375151000.0,0.16,7.1,,,,,False,456,512,968
755,LIGH3,16.66,14.97,0.91,0.479,0.0,0.28,2.1,7.9,-0.71,16.01,9.66,6.06,3.2,1.8,4.26,6.09,0.0,7174880000.0,1.26,10.41,,,,,False,449,520,969
799,UGPA3,13.94,18.28,1.54,0.142,1.43,0.398,1.26,10.32,-4.42,19.37,12.06,1.37,0.81,1.98,5.17,8.45,100259000.0,10066900000.0,1.76,5.36,Energy,Oil & Gas Refining & Marketing,Ultrapar Participações S.A.,ULTRAPAR    ON      NM,False,485,486,971
875,MOSI3,7.55,29.58,1.43,4.362,0.01,1.331,1.73,82.18,1.74,35.47,20.55,5.31,14.75,13.3,8.12,4.82,4801620.0,670337000.0,0.0,0.0,Communication Services,Internet Content & Information,Mosaico Tecnologia ao Consumidor S.A.,MOSAICO     ON      NM,False,566,406,972
415,BOBR3,1.0,2.06,-2.27,0.235,0.0,0.295,-1.03,8.74,-0.4,18.36,10.43,2.69,11.43,0.58,4.65,-110.11,0.0,-114831000.0,-2.75,0.61,Consumer Defensive,Household & Personal Products,Bombril S.A.,BOMBRIL     ON,True,476,496,972
810,TMCP4,58.2,19.31,1.44,1.585,0.0,0.973,4.0,25.21,4.92,20.63,20.63,6.29,9.75,2.3,5.54,7.44,0.0,1798930000.0,0.03,10.49,,,,,False,500,475,975
943,DAGB33,375.0,71.75,1.6,0.64,0.0,0.51,15.24,11.87,-1.27,19.35,30.65,5.39,1.67,1.17,4.96,2.24,0.0,12597300000.0,1.18,32.08,,,Dufry AG,,False,484,492,976
165,SDIA4,6.42,-1.59,9.41,0.397,0.0,0.418,-3.29,9.53,-0.83,23.15,23.15,4.16,-25.09,0.78,5.89,-590.66,0.0,459230000.0,17.27,13.42,,,,,False,519,458,977
976,VVAR11,14.58,776.84,1.37,0.241,0.0,0.221,-10.08,7.48,-0.73,15.6,8.16,3.22,0.03,0.96,3.9,0.18,0.0,5675000000.0,1.76,5.35,,,Via Varejo S.A. SHS DEP CERT,,False,442,535,977
164,SDIA3,6.42,-1.59,9.41,0.397,0.0,0.418,-3.29,9.53,-0.83,23.15,23.15,4.16,-25.09,0.78,5.89,-590.66,0.0,459230000.0,17.27,13.42,,,,,False,520,459,979
975,VVAR4,4.84,773.64,1.36,0.24,0.0,0.22,-10.03,7.45,-0.73,15.57,8.14,3.22,0.03,0.96,3.9,0.18,0.0,5675000000.0,1.76,5.35,,,Via Varejo S.A.,,False,441,538,979
920,YDUQ3,19.54,46.5,1.8,1.403,2.4,0.608,11.77,13.85,-1.69,21.36,8.32,10.13,3.02,1.21,5.6,3.88,57677900.0,3346510000.0,1.54,5.65,Consumer Defensive,Education & Training Services,Yduqs Participações S.A.,YDUQS PART  ON      NM,False,507,472,979
672,MRSL3,3.3,10.25,0.99,0.883,0.0,0.658,2.37,16.32,6.28,17.74,9.5,5.41,8.69,2.78,4.44,9.63,0.0,375151000.0,0.16,7.1,,,,,False,468,513,981
863,BMKS3,245.0,27.08,0.59,5.713,3.24,0.522,0.69,-51.49,0.78,11.5,157.53,-11.1,21.1,37.44,-2.97,2.16,5518.71,190364000.0,0.01,8.71,Consumer Cyclical,Leisure,Bicicletas Monark S.A.,BIC MONARK  ON,True,373,613,986
935,NTCO3,22.21,57.82,1.1,0.756,0.0,0.523,7.07,14.77,-2.24,18.3,7.9,5.12,1.29,1.34,4.42,1.9,266041000.0,27849900000.0,0.46,2.92,Consumer Defensive,Household & Personal Products,Natura &Co Holding S.A.,GRUPO NATURAON      NM,False,474,514,988
926,AALR3,17.25,53.09,1.69,1.759,0.0,0.783,-45.34,16.19,-2.56,21.07,10.7,10.87,4.14,0.93,5.31,3.19,8421030.0,1205650000.0,0.64,-0.38,Healthcare,Diagnostics & Research,Centro de Imagem Diagnósticos S.A.,ALLIAR      ON      NM,False,505,483,988
18,GEPA3,29.0,-311.2,1.44,2.033,10.14,0.691,-4.73,15.85,-1.67,22.26,10.62,12.83,-0.65,0.42,5.34,-0.46,5314.61,1907660000.0,0.68,-0.57,Utilities,Utilities—Regulated Electric,Rio Paranapanema Energia S.A.,GER PARANAP ON,False,514,480,994
17,GEPA4,30.0,-321.93,1.49,2.103,9.8,0.715,-4.89,16.4,-1.72,22.81,10.88,12.83,-0.65,0.42,5.34,-0.46,19509.2,1907660000.0,0.68,-0.57,Utilities,Utilities—Regulated Electric,Rio Paranapanema Energia S.A.,GER PARANAP PN,False,518,481,999
818,JPSA3,29.02,20.27,1.93,4.667,0.29,0.468,2.34,12.96,-1.68,20.35,12.83,36.02,46.31,5.31,4.56,9.51,7666510.0,1762140000.0,1.94,1.01,,,,,False,492,507,999
833,SBFG3,20.92,22.7,2.32,1.125,0.0,0.714,3.06,16.86,-4.97,22.78,11.35,6.67,4.95,1.74,5.28,10.23,26410100.0,2189360000.0,1.07,66.7,Consumer Cyclical,Specialty Retail,Grupo SBF S.A.,GRUPO SBF   ON      NM,False,517,484,1001
890,ALSO3,21.47,34.71,0.85,6.502,1.05,0.512,4.65,14.99,-3.59,17.27,11.51,43.36,22.64,3.18,3.88,2.46,30497300.0,6693810000.0,0.32,31.67,Real Estate,Real Estate Services,Aliansce Sonae Shopping Centers SA,ALIANSCSONAEON      NM,False,466,539,1005
710,MDIA3,20.28,12.21,1.0,0.935,9.6,0.649,2.14,19.86,6.99,19.76,10.95,4.71,7.66,3.2,4.3,8.17,39506400.0,6893860000.0,0.27,8.53,Consumer Defensive,Packaged Foods,M. Dias Branco S.A. Indústria e Comércio de Alimentos,M.DIASBRANCOON      NM,False,488,519,1007
901,BRML3,9.18,37.99,0.71,7.4,0.0,0.392,4.97,12.48,-1.23,16.53,15.43,59.28,15.96,3.94,3.43,1.87,186910000.0,10717700000.0,0.38,-6.16,Real Estate,Real Estate Services,BR Malls Participações S.A.,BR MALLS PARON      NM,False,458,550,1008
579,CSAN3,22.31,6.83,2.84,1.679,2.82,0.427,2.92,11.71,-1.0,20.89,12.88,14.33,25.5,2.11,4.55,41.54,161244000.0,14740900000.0,3.32,30.04,Energy,Oil & Gas Refining & Marketing,Cosan S.A.,COSAN       ON      NM,False,503,509,1012
439,BOBR4,1.46,3.01,-3.31,0.344,0.0,0.43,-1.5,12.76,-0.59,22.38,12.72,2.69,11.43,0.58,4.65,-110.11,65306.1,-114831000.0,-2.75,0.61,Consumer Defensive,Household & Personal Products,Bombril S.A.,BOMBRIL     PN,True,516,497,1013
28,LINX3,37.4,-90.95,4.38,7.885,1.52,2.745,11.96,53.17,47.06,51.49,22.97,14.83,-8.67,2.14,6.82,-4.81,0.0,1619010000.0,0.22,15.54,,,,,False,577,437,1014
